source,prompt_name,task,word_count,p_ai_oof_score
darragh_claude_v7,Cell phones at school,Independent,300,0.967801819711038
mistral7binstruct_v1,Summer projects,Independent,328,0.5984936541018854
llama2_chat,Seeking multiple opinions,Independent,304,0.9996395376126702
darragh_claude_v6,The Face on Mars,Text dependent,361,0.9152849725287848
chat_gpt_moth,Community service,Independent,85,0.2221933749452315
mistral7binstruct_v1,Distance learning,Independent,323,0.5934818837276342
mistral7binstruct_v1,Distance learning,Independent,412,0.892031966641933
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,290,0.9634856544030685
mistral7binstruct_v1,Seeking multiple opinions,Independent,384,0.004551826353246732
chat_gpt_moth,Seeking multiple opinions,Independent,254,0.9632884743323142
llama2_chat,Facial action coding system,Text dependent,301,0.8783273640333223
darragh_claude_v7,The Face on Mars,Text dependent,315,0.9653491986498359
mistral7binstruct_v2,Seeking multiple opinions,Independent,389,0.9610015299599437
llama2_chat,Seeking multiple opinions,Independent,337,0.8702136888925611
mistral7binstruct_v2,Seeking multiple opinions,Independent,296,0.5670923701606505
mistral7binstruct_v1,"""A Cowboy Who Rode the Waves""",Text dependent,287,0.818158633404075
llama_70b_v1,Driverless cars,Text dependent,453,0.05676666086772559
llama2_chat,Seeking multiple opinions,Independent,286,0.9664701370332084
darragh_claude_v7,The Face on Mars,Text dependent,360,0.9993241950481033
mistral7binstruct_v2,Distance learning,Independent,317,0.9111825913625956
darragh_claude_v6,The Face on Mars,Text dependent,330,0.9997270902551462
falcon_180b_v1,Distance learning,Independent,159,0.98403174328147
llama_70b_v1,Phones and driving,,530,0.7504342031443054
llama_70b_v1,Cell phones at school,Independent,385,0.9542262656916694
mistral7binstruct_v1,Seeking multiple opinions,Independent,331,0.5996739629114572
chat_gpt_moth,Seeking multiple opinions,Independent,252,0.5993951050161358
mistral7binstruct_v1,Distance learning,Independent,300,0.9683027407445344
mistral7binstruct_v2,Seeking multiple opinions,Independent,330,0.4483177730150357
mistral7binstruct_v2,Community service,Independent,237,0.9869794198967072
radek_500,Car-free cities,Text dependent,482,0.9225191880423745
chat_gpt_moth,Distance learning,Independent,224,0.9664801070037382
llama2_chat,Seeking multiple opinions,Independent,353,0.8923091986633696
mistral7binstruct_v2,Summer projects,Independent,348,0.8921285512355015
llama2_chat,Seeking multiple opinions,Independent,276,0.8664550132906036
llama2_chat,Distance learning,Independent,254,0.9340443584410807
llama2_chat,Summer projects,Independent,358,0.9784517133770844
darragh_claude_v7,Summer projects,Independent,240,0.9939942480331553
llama2_chat,Phones and driving,,349,0.9216145493374079
llama_70b_v1,Cell phones at school,Independent,351,0.9157466776693441
llama_70b_v1,Grades for extracurricular activities,Independent,329,0.6013410719801118
chat_gpt_moth,Distance learning,Independent,219,0.7593995142416533
chat_gpt_moth,Seeking multiple opinions,Independent,136,0.9618097849844148
llama2_chat,Facial action coding system,Text dependent,318,0.9740429650892961
falcon_180b_v1,Summer projects,Independent,195,0.950729236043209
falcon_180b_v1,Grades for extracurricular activities,Independent,305,0.9698818609876999
darragh_claude_v6,Seeking multiple opinions,Independent,273,0.98949650860093
darragh_claude_v6,Community service,Independent,278,0.8912330919121306
llama2_chat,Seeking multiple opinions,Independent,346,0.7590681186122338
falcon_180b_v1,Phones and driving,,314,0.31642833637526385
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,282,0.8115531019100402
darragh_claude_v6,Community service,Independent,306,0.9014957831600279
mistral7binstruct_v2,Distance learning,Independent,308,0.685526935052633
mistral7binstruct_v2,Seeking multiple opinions,Independent,373,0.8266541748671784
chat_gpt_moth,"""A Cowboy Who Rode the Waves""",Text dependent,143,0.984135440022263
radek_500,Does the electoral college work?,Text dependent,638,0.21524995404136918
darragh_claude_v6,Seeking multiple opinions,Independent,274,0.9989738017188011
chat_gpt_moth,Distance learning,Independent,123,0.9195100478609894
chat_gpt_moth,Distance learning,Independent,336,0.8889236043061575
llama2_chat,Mandatory extracurricular activities,Independent,321,0.8430208370189666
mistral7binstruct_v1,Seeking multiple opinions,Independent,383,0.9833192378485656
mistral7binstruct_v1,Summer projects,Independent,313,0.9596203603309201
mistral7binstruct_v2,Seeking multiple opinions,Independent,205,0.29144870610883233
mistral7binstruct_v2,Facial action coding system,Text dependent,420,0.8108234199504443
chat_gpt_moth,Summer projects,Independent,278,0.9405413089459265
llama2_chat,Summer projects,Independent,248,0.9678031163273934
mistral7binstruct_v1,Seeking multiple opinions,Independent,416,0.2937871964030593
llama_70b_v1,Summer projects,Independent,444,0.714643098358602
darragh_claude_v7,Driverless cars,Text dependent,341,0.9984276010042689
darragh_claude_v6,Grades for extracurricular activities,Independent,372,0.9934003993863266
radek_500,Does the electoral college work?,Text dependent,670,0.27911322481554307
mistral7binstruct_v1,Distance learning,Independent,409,0.7619921024745557
chat_gpt_moth,Community service,Independent,153,0.5864298992085436
mistral7binstruct_v1,Distance learning,Independent,381,0.5017238440251948
mistral7binstruct_v2,Seeking multiple opinions,Independent,285,0.8957002039581624
chat_gpt_moth,Distance learning,Independent,333,0.9407065464422756
llama2_chat,Seeking multiple opinions,Independent,278,0.8114070211699163
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,204,0.7116971056622435
llama2_chat,Distance learning,Independent,406,0.7776227552739923
darragh_claude_v7,Driverless cars,Text dependent,359,0.9999990554397831
falcon_180b_v1,Phones and driving,,204,0.6295966961622607
llama_70b_v1,Grades for extracurricular activities,Independent,354,0.8527539927222986
darragh_claude_v7,Grades for extracurricular activities,Independent,295,0.7901135585480513
mistral7binstruct_v1,Distance learning,Independent,379,0.5205020604740971
radek_500,Does the electoral college work?,Text dependent,539,0.7115329319834928
mistral7binstruct_v2,Distance learning,Independent,315,0.8999585082038631
llama2_chat,Distance learning,Independent,365,0.35092318721457416
mistral7binstruct_v2,Seeking multiple opinions,Independent,282,0.7256202576900833
radek_500,Does the electoral college work?,Text dependent,630,0.18557469527702608
mistral7binstruct_v2,Distance learning,Independent,346,0.877088864849624
llama2_chat,Seeking multiple opinions,Independent,289,0.9946464217639506
mistral7binstruct_v1,Seeking multiple opinions,Independent,332,0.8204531667097141
llama2_chat,Distance learning,Independent,386,0.9850889679626136
chat_gpt_moth,Seeking multiple opinions,Independent,228,0.5998176839062717
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,383,0.9639944360163859
chat_gpt_moth,Summer projects,Independent,203,0.4507937078699171
mistral7binstruct_v2,Seeking multiple opinions,Independent,272,0.9779449251038108
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,430,0.38719748804888954
mistral7binstruct_v1,Distance learning,Independent,341,0.9894108472842734
llama_70b_v1,Facial action coding system,Text dependent,480,0.8829743880881059
darragh_claude_v6,Cell phones at school,Independent,290,0.9986645264172452
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,316,0.9986807473904902
llama2_chat,Summer projects,Independent,397,0.3331687225524661
chat_gpt_moth,Distance learning,Independent,379,0.6422228814914046
llama_70b_v1,Summer projects,Independent,459,0.6894726160405054
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,306,0.9916207344413174
llama2_chat,Distance learning,Independent,386,0.977511876005937
llama2_chat,"""A Cowboy Who Rode the Waves""",Text dependent,347,0.7726507311126081
chat_gpt_moth,Seeking multiple opinions,Independent,273,0.8621606722371505
llama2_chat,Seeking multiple opinions,Independent,350,0.7743122414911492
falcon_180b_v1,Seeking multiple opinions,Independent,180,0.6802693784330917
darragh_claude_v7,Does the electoral college work?,Text dependent,368,0.28414500576188345
mistral7binstruct_v1,Seeking multiple opinions,Independent,337,0.9588021009346362
darragh_claude_v7,Does the electoral college work?,Text dependent,342,0.8834742209877499
llama2_chat,Seeking multiple opinions,Independent,351,0.8105694846468264
chat_gpt_moth,Seeking multiple opinions,Independent,315,0.9104628366525828
chat_gpt_moth,Summer projects,Independent,169,0.9852090930459908
darragh_claude_v6,Driverless cars,Text dependent,290,0.9910140314992818
falcon_180b_v1,Distance learning,Independent,212,0.997593335957962
mistral7binstruct_v1,Facial action coding system,Text dependent,387,0.8438168159936454
radek_500,Does the electoral college work?,Text dependent,631,0.09825981204843988
mistral7binstruct_v1,Distance learning,Independent,396,0.9595568952243263
mistral7binstruct_v2,Summer projects,Independent,258,0.360859260476577
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,291,0.9201279878551144
mistral7binstruct_v1,Summer projects,Independent,417,0.7670863972613836
mistral7binstruct_v2,Car-free cities,Text dependent,368,0.6574599948909473
chat_gpt_moth,Facial action coding system,Text dependent,84,0.8804436497296285
darragh_claude_v6,Cell phones at school,Independent,251,0.8712290280438999
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,300,0.9921581398897926
llama_70b_v1,Car-free cities,Text dependent,450,0.9756324731488967
llama_70b_v1,Car-free cities,Text dependent,391,0.9703496231410139
llama2_chat,Mandatory extracurricular activities,Independent,291,0.6647407602599839
falcon_180b_v1,Car-free cities,Text dependent,298,0.9513537747444057
llama2_chat,Seeking multiple opinions,Independent,367,0.9721320655561957
mistral7binstruct_v1,Distance learning,Independent,320,0.9514133551605947
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,372,0.9913171904152585
mistral7binstruct_v1,Community service,Independent,312,0.9172361661364694
darragh_claude_v7,Community service,Independent,318,0.9950857015725578
chat_gpt_moth,Mandatory extracurricular activities,Independent,165,0.6877984985459095
llama2_chat,Seeking multiple opinions,Independent,379,0.7682859044271424
radek_500,Does the electoral college work?,Text dependent,514,0.5198001588566797
chat_gpt_moth,Seeking multiple opinions,Independent,217,0.9606390713280438
chat_gpt_moth,Seeking multiple opinions,Independent,240,0.3361725504284633
darragh_claude_v7,Cell phones at school,Independent,290,0.9862709546848285
mistral7binstruct_v2,Seeking multiple opinions,Independent,269,0.9440130894475982
llama2_chat,"""A Cowboy Who Rode the Waves""",Text dependent,291,0.9295613813230179
llama2_chat,Facial action coding system,Text dependent,345,0.39637881180177054
chat_gpt_moth,Distance learning,Independent,233,0.9718650186255485
llama2_chat,Mandatory extracurricular activities,Independent,352,0.8443766076969621
radek_500,Car-free cities,Text dependent,389,0.8923539989877072
chat_gpt_moth,Seeking multiple opinions,Independent,376,0.4939253690935918
mistral7binstruct_v2,Seeking multiple opinions,Independent,306,0.589399234150825
llama2_chat,Community service,Independent,267,0.9607603731542315
llama2_chat,Facial action coding system,Text dependent,361,0.8274268418527081
darragh_claude_v6,Grades for extracurricular activities,Independent,348,0.5151983908504009
mistral7binstruct_v1,Distance learning,Independent,415,0.9418078273104111
mistral7binstruct_v2,Seeking multiple opinions,Independent,364,0.2668920232333666
llama2_chat,Community service,Independent,256,0.9103919624566532
radek_500,Does the electoral college work?,Text dependent,641,0.2152204308289432
chat_gpt_moth,Summer projects,Independent,309,0.9690568981821582
chat_gpt_moth,Seeking multiple opinions,Independent,230,0.9779436936200102
chat_gpt_moth,Summer projects,Independent,182,0.1402080372270463
falcon_180b_v1,Grades for extracurricular activities,Independent,302,0.10577332310708587
llama_70b_v1,Facial action coding system,Text dependent,379,0.34898822956294967
llama2_chat,Seeking multiple opinions,Independent,270,0.9887361573639498
mistral7binstruct_v2,Mandatory extracurricular activities,Independent,254,0.6556945191862217
mistral7binstruct_v2,Distance learning,Independent,317,0.9842731936979554
llama_70b_v1,Community service,Independent,313,0.949919120386722
radek_500,Does the electoral college work?,Text dependent,572,0.19919609822946882
llama2_chat,Seeking multiple opinions,Independent,348,0.9952763006345714
llama2_chat,Summer projects,Independent,389,0.9705681336967131
mistral7binstruct_v2,Seeking multiple opinions,Independent,266,0.9991494268221389
mistral7binstruct_v1,Seeking multiple opinions,Independent,326,0.9876451553607586
mistral7binstruct_v2,Distance learning,Independent,328,0.9722136356064548
darragh_claude_v6,Driverless cars,Text dependent,246,0.9999998484612557
mistral7binstruct_v1,Mandatory extracurricular activities,Independent,277,0.965400755074807
mistral7binstruct_v2,Seeking multiple opinions,Independent,276,0.4980132978352823
darragh_claude_v6,Driverless cars,Text dependent,366,0.9995002550130339
llama2_chat,Distance learning,Independent,388,0.7228606653583286
mistral7binstruct_v2,Seeking multiple opinions,Independent,381,0.7888175483533129
llama2_chat,Mandatory extracurricular activities,Independent,306,0.9747663268171533
falcon_180b_v1,The Face on Mars,Text dependent,335,0.9293745064625495
mistral7binstruct_v1,Seeking multiple opinions,Independent,426,0.6379802398837097
mistral7binstruct_v2,Community service,Independent,330,0.9243149659287628
darragh_claude_v7,"""A Cowboy Who Rode the Waves""",Text dependent,289,0.9995785889913085
